Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,1552.0,1559.0,1532.5,1542.5,1512.9525146484375,47797
2022-01-04,1554.0,1582.5,1543.0,1559.0,1529.136474609375,57183
2022-01-05,1560.0,1581.0,1548.5,1578.5,1548.262939453125,58477
2022-01-06,1545.0,1552.0,1500.0,1504.5,1475.680419921875,100687
2022-01-07,1503.5,1508.5,1442.0,1447.0,1419.28173828125,117828
2022-01-10,1446.0,1446.0,1371.0,1374.0,1347.6802978515625,113705
2022-01-11,1403.5,1415.0,1367.5,1376.0,1349.64208984375,100702
2022-01-12,1392.5,1394.0,1359.5,1372.5,1346.2091064453125,87433
2022-01-13,1372.0,1374.5,1328.5,1329.0,1303.542236328125,96121
2022-01-14,1312.0,1316.5,1294.0,1298.5,1273.6263427734375,119126
2022-01-17,1300.5,1348.5,1288.0,1345.0,1319.2357177734375,82460
2022-01-18,1350.5,1355.5,1316.0,1336.5,1310.8985595703125,91204
2022-01-19,1338.0,1387.0,1332.5,1368.5,1342.2855224609375,97902
2022-01-20,1372.5,1376.5,1335.0,1370.5,1344.247314453125,70103
2022-01-21,1347.5,1366.5,1343.0,1364.0,1337.87158203125,87775
2022-01-24,1341.5,1362.0,1293.5,1308.5,1283.434814453125,113247
2022-01-25,1337.0,1348.0,1301.5,1303.0,1278.040283203125,82850
2022-01-26,1313.5,1330.0,1306.0,1314.0,1288.8297119140625,69733
2022-01-27,1285.0,1300.0,1271.5,1292.5,1267.7413330078125,130121
2022-01-28,1317.5,1333.5,1258.5,1295.5,1270.683837890625,89413
2022-01-31,1311.5,1325.5,1297.0,1318.5,1293.243408203125,86050
2022-02-01,1330.0,1353.5,1324.0,1343.5,1317.764404296875,70474
2022-02-02,1352.0,1364.0,1340.5,1350.0,1324.1400146484375,58617
2022-02-03,1355.0,1355.0,1302.5,1306.0,1280.9827880859375,69908
2022-02-04,1310.0,1322.5,1300.0,1310.0,1284.9063720703125,75911
2022-02-07,1310.0,1310.5,1279.0,1280.0,1255.480712890625,71196
2022-02-08,1281.0,1293.0,1250.5,1269.5,1245.18212890625,73535
2022-02-09,1284.0,1303.5,1278.5,1292.5,1267.7413330078125,62163
2022-02-10,1299.5,1300.0,1219.0,1246.0,1222.132080078125,103156
2022-02-11,1230.0,1236.0,1199.5,1202.0,1178.9749755859375,114966
2022-02-14,1185.0,1186.5,1160.5,1186.5,1163.77197265625,140628
2022-02-15,1188.5,1254.5,1184.5,1251.0,1227.036376953125,105998
2022-02-16,1253.0,1264.5,1227.5,1241.5,1217.7183837890625,67100
2022-02-17,1257.5,1276.5,1247.0,1255.0,1230.959716796875,86696
2022-02-18,1187.0,1205.5,1150.0,1203.0,1179.9559326171875,212751
2022-02-21,1205.0,1214.0,1179.5,1200.0,1179.4644775390625,105441
2022-02-22,1174.5,1226.0,1168.0,1208.0,1187.3275146484375,108000
2022-02-23,1212.0,1248.0,1200.5,1220.0,1199.1220703125,88284
2022-02-24,1172.5,1213.5,1157.0,1203.0,1182.4130859375,162412
