Date,Open,High,Low,Close,Adj Close,Volume,1_day_MA,3_day_MA,5_day_MA,7_day_MA,14_day_MA,1_month_MA,3_month_MA,6_month_MA,1_year_MA,Daily_Return,Volatility_1_day,Volatility_3_day,Volatility_5_day,Volatility_7_day,Volatility_14_day,Volatility_1_month,Volatility_3_month,Volatility_6_month,Volatility_1_year,High_Low_Diff,Lag_1,Lag_3,Lag_5,Rolling_Std_1_day,Rolling_Std_3_day,Rolling_Std_5_day,Rolling_Std_7_day,Rolling_Std_14_day,Rolling_Std_1_month,Rolling_Std_3_month,Rolling_Std_6_month,Rolling_Std_1_year,Day_of_Week,Month,Quarter
2022-01-03,416.5700073242188,417.8399963378906,403.260009765625,408.6400146484375,382.8524169921875,3715700,408.6400146484375,,,,,,,,,,,,,,,,,,,14.579986572265625,,,,,,,,,,,,,0,1,1
2022-01-04,408.6400146484375,413.6099853515625,408.1900024414063,412.8399963378906,386.7874145507813,3266500,412.8399963378906,,,,,,,,,1.0277950124552682,,,,,,,,,,5.419982910156193,408.6400146484375,,,,,,,,,,,,1,1,1
2022-01-05,414.0,414.2200012207031,406.80999755859375,407.239990234375,381.540771484375,4443200,407.239990234375,409.5733337402344,,,,,,,,-1.3564591980405605,,,,,,,,,,7.410003662109375,412.8399963378906,,,,2.9143319106078964,,,,,,,,2,1,1
2022-01-06,408.55999755859375,409.0700073242188,403.0199890136719,405.760009765625,380.1541748046875,3315100,405.760009765625,408.6133321126302,,,,,,,,-0.3634172734112484,,1.197655489465739,,,,,,,,6.050018310546932,407.239990234375,408.6400146484375,,,3.7344482057986164,,,,,,,,3,1,1
2022-01-07,403.3599853515625,404.0899963378906,392.8800048828125,393.6099853515625,368.77093505859375,4520700,393.6099853515625,402.2033284505208,405.6179992675781,,,,,,,-2.9943868596317813,,1.32859200235278,,,,,,,,11.209991455078125,405.760009765625,412.8399963378906,,,7.478752887967435,7.2134117886563205,,,,,,,4,1,1
2022-01-10,387.3999938964844,387.5899963378906,380.9100036621094,387.4599914550781,363.009033203125,6440000,387.4599914550781,395.60999552408856,401.3819946289062,,,,,,,-1.5624588108432702,,1.3172015480436838,1.4938038071319055,,,,,,,6.67999267578125,393.6099853515625,407.239990234375,408.6400146484375,,9.312502244791315,10.47610653813376,,,,,,,0,1,1
2022-01-11,388.0700073242188,391.8399963378906,384.3200073242188,386.6700134277344,362.2688903808594,4385400,386.6700134277344,389.2466634114583,396.147998046875,400.31714303152904,,,,,,-0.2038863482077269,,1.3954109417059901,1.1204459194651406,,,,,,,7.519989013671818,387.4599914550781,405.760009765625,412.8399963378906,,3.799335479484168,9.838422375948886,10.802616317277094,,,,,,1,1,1
2022-01-12,388.2900085449219,393.4500122070313,386.3800048828125,389.3999938964844,364.82659912109375,3623300,389.3999938964844,387.8433329264323,392.5799987792969,397.56856863839283,,,,,,0.706023320647331,,1.1416118665144523,1.4296654737822339,1.3998348407974823,,,,,,7.070007324218807,386.6700134277344,393.6099853515625,407.239990234375,,1.40478160319814,7.84264615498533,10.779691095704347,,,,,,2,1,1
2022-01-13,392.510009765625,394.30999755859375,385.8599853515625,386.9800109863281,362.5592956542969,3466300,386.9800109863281,387.68333943684894,388.8239990234375,393.87428501674106,,,,,,-0.6214645475314473,,0.6787895105981189,1.4107239021445652,1.1875558373763202,,,,,,8.45001220703125,389.3999938964844,387.4599914550781,405.760009765625,,1.4947245638989697,2.8782762941044875,8.94964961644238,,,,,,3,1,1
2022-01-14,381.3299865722656,382.010009765625,371.5,372.0,348.524658203125,6336200,372.0,382.7933349609375,384.502001953125,388.84000069754467,,,,,,-3.871003814421148,,2.35481446128186,1.7453874226895993,1.6384931800474425,,,,,,10.510009765625,386.9800109863281,386.6700134277344,393.6099853515625,,9.425292515652163,7.068961775421705,10.025064491279766,,,,,,4,1,1
