Date,Open,High,Low,Close,Adj Close,Volume
2022-01-04,78800.0,79200.0,78300.0,78700.0,74894.875,12427416
2022-01-05,78800.0,79000.0,76400.0,77400.0,73657.734375,25470640
2022-01-06,76700.0,77600.0,76600.0,76900.0,73181.90625,12931954
2022-01-07,78100.0,78400.0,77400.0,78300.0,74514.2109375,15163757
2022-01-10,78100.0,78100.0,77100.0,78000.0,74228.7265625,9947422
2022-01-11,78400.0,79000.0,78000.0,78900.0,75085.203125,13221123
2022-01-12,79500.0,79600.0,78600.0,78900.0,75085.203125,11000502
2022-01-13,79300.0,79300.0,77900.0,77900.0,74133.5546875,13889401
2022-01-14,77700.0,78100.0,77100.0,77300.0,73562.5703125,10096725
2022-01-17,77600.0,77800.0,76900.0,77500.0,73752.8984375,8785122
2022-01-18,77600.0,77800.0,76600.0,77000.0,73277.0625,9592788
2022-01-19,76500.0,76900.0,76100.0,76300.0,72610.921875,10598290
2022-01-20,76200.0,76700.0,75900.0,76500.0,72801.25,9708168
2022-01-21,75800.0,75800.0,74700.0,75600.0,71944.7734375,15774888
2022-01-24,75400.0,75800.0,74700.0,75100.0,71468.9375,13691134
2022-01-25,74800.0,75000.0,73200.0,74000.0,70422.125,17766704
2022-01-26,74000.0,74000.0,74000.0,74000.0,70422.125,0
2022-01-27,73800.0,74000.0,71300.0,71300.0,67852.6640625,22274777
2022-01-28,71300.0,73700.0,71200.0,73300.0,69755.953125,21367447
2022-02-03,74900.0,74900.0,73300.0,73300.0,69755.953125,17744721
2022-02-04,74300.0,74600.0,73400.0,74000.0,70422.125,12730034
2022-02-07,73500.0,73600.0,72400.0,73000.0,69470.46875,14240838
2022-02-08,73000.0,73000.0,73000.0,73000.0,69470.46875,0
2022-02-09,73000.0,73000.0,73000.0,73000.0,69470.46875,0
2022-02-10,75600.0,75800.0,74700.0,75400.0,71754.421875,17746033
2022-02-11,75000.0,75500.0,74600.0,74900.0,71278.6015625,12205407
2022-02-14,74400.0,74500.0,73100.0,73700.0,70136.625,13993255
2022-02-15,74100.0,74200.0,73100.0,73700.0,70136.625,9320365
2022-02-16,74600.0,74900.0,74200.0,74800.0,71183.4375,10767386
2022-02-17,75000.0,75600.0,74500.0,75000.0,71373.7734375,13605382
2022-02-18,74600.0,74800.0,73700.0,74300.0,70707.609375,10122226
2022-02-21,74300.0,74300.0,74300.0,74300.0,70707.609375,0
2022-02-22,74300.0,74300.0,74300.0,74300.0,70707.609375,0
2022-02-23,74300.0,74300.0,74300.0,74300.0,70707.609375,0
2022-02-24,72300.0,72300.0,71300.0,71500.0,68042.9921875,15759283
2022-02-25,72100.0,72600.0,71900.0,71900.0,68423.65625,13168484
2022-02-28,71900.0,71900.0,71900.0,71900.0,68423.65625,0
2022-03-02,72300.0,72400.0,71500.0,71700.0,68233.328125,12481430
2022-03-03,72300.0,73100.0,72200.0,72900.0,69375.3125,13232638
2022-03-04,72900.0,72900.0,72900.0,72900.0,69375.3125,0
2022-03-07,70000.0,70600.0,69900.0,70100.0,66710.6796875,18617138
2022-03-08,68800.0,70000.0,68700.0,69500.0,66139.6953125,15828269
2022-03-10,69500.0,69500.0,69500.0,69500.0,66139.6953125,0
2022-03-11,70500.0,70700.0,69700.0,70000.0,66615.515625,15787655
2022-03-14,70000.0,70200.0,69600.0,70200.0,66805.8359375,9040993
2022-03-15,70200.0,70200.0,70200.0,70200.0,66805.8359375,0
2022-03-16,70200.0,70500.0,69700.0,70400.0,66996.1796875,10175750
2022-03-17,70400.0,70400.0,70400.0,70400.0,66996.1796875,0
