Date,Open,High,Low,Close,Adj Close,Volume,1_day_MA,3_day_MA,5_day_MA,7_day_MA,14_day_MA,1_month_MA,3_month_MA,6_month_MA,1_year_MA,Daily_Return,Volatility_1_day,Volatility_3_day,Volatility_5_day,Volatility_7_day,Volatility_14_day,Volatility_1_month,Volatility_3_month,Volatility_6_month,Volatility_1_year,High_Low_Diff,Lag_1,Lag_3,Lag_5,Rolling_Std_1_day,Rolling_Std_3_day,Rolling_Std_5_day,Rolling_Std_7_day,Rolling_Std_14_day,Rolling_Std_1_month,Rolling_Std_3_month,Rolling_Std_6_month,Rolling_Std_1_year,Day_of_Week,Month,Quarter
2022-01-03,159.86000061035156,162.63999938964844,159.50999450683594,161.6999969482422,150.40492248535156,13120900,161.6999969482422,,,,,,,,,,,,,,,,,,,3.1300048828125,,,,,,,,,,,,,0,1,1
2022-01-04,164.30999755859375,168.5800018310547,164.22999572753906,167.8300018310547,156.10675048828125,20195800,167.8300018310547,,,,,,,,,3.7909740250487545,,,,,,,,,,4.350006103515625,161.6999969482422,,,,,,,,,,,,1,1,1
2022-01-05,167.82000732421875,168.36000061035156,163.72999572753906,163.77999877929688,153.2528076171875,17539400,163.77999877929688,164.4366658528646,,,,,,,,-2.413157961968404,,,,,,,,,,4.6300048828125,167.8300018310547,,,,3.117314340896224,,,,,,,,2,1,1
2022-01-06,166.91000366210938,167.3699951171875,163.8699951171875,165.52000427246094,154.88095092773438,14047500,165.52000427246094,165.71000162760416,,,,,,,,1.0624041434441622,,3.1095519307372084,,,,,,,,3.5,163.77999877929688,161.6999969482422,,,2.031675521837321,,,,,,,,3,1,1
2022-01-07,165.6699981689453,167.52999877929688,165.05999755859375,167.16000366210938,156.41555786132812,13913300,167.16000366210938,165.4866689046224,165.1980010986328,,,,,,,0.9908164253964458,,1.9862736627409887,,,,,,,,2.470001220703125,165.52000427246094,167.8300018310547,,,1.6902490014849114,2.5063584925298215,,,,,,,4,1,1
2022-01-10,169.07000732421875,169.30999755859375,165.52999877929688,167.32000732421875,156.5652618408203,12922500,167.32000732421875,166.6666717529297,166.32200317382814,,,,,,,0.09571886731516432,,0.5386410157273815,2.226364547425366,,,,,,,3.779998779296875,167.16000366210938,163.77999877929688,161.6999969482422,,0.996260521171777,1.6641293243287967,,,,,,,0,1,1
2022-01-11,168.25999450683594,168.52000427246094,166.30999755859375,167.49000549316406,156.7243194580078,11854100,167.49000549316406,167.3233388264974,166.25400390625,165.82857404436385,,,,,,0.1016006224622723,,0.5150952950206645,1.4096051728942594,,,,,,,2.2100067138671875,167.32000732421875,165.52000427246094,167.8300018310547,,0.16502613824900406,1.5925102510019589,2.313012842559326,,,,,,1,1,1
2022-01-12,168.4600067138672,169.58999633789062,167.17999267578125,168.44000244140625,157.61326599121094,12568000,168.44000244140625,167.75000508626303,167.18600463867188,166.7914319719587,,,,,,0.5671962010180831,,0.27052563464791596,0.46467422608835257,1.8317462463501317,,,,,,2.410003662109375,167.49000549316406,167.16000366210938,163.77999877929688,,0.6035702999151098,1.0558310707122656,1.6012969832919712,,,,,,2,1,1
2022-01-13,168.33999633789062,169.80999755859375,167.88999938964844,168.22999572753906,157.41673278808594,13623400,168.22999572753906,168.05333455403647,167.7280029296875,166.84857395717077,,,,,,-0.1246774583372745,,0.3527676697986041,0.44906877349420427,1.1746843420549693,,,,,,1.9199981689453125,168.44000244140625,167.32000732421875,165.52000427246094,,0.4990294861877284,0.5711099796942486,1.6509034927138557,,,,,,3,1,1
2022-01-14,160.75999450683594,161.02999877929688,156.89999389648438,157.88999938964844,147.7413787841797,40158400,157.88999938964844,164.85333251953125,165.8740020751953,166.00714547293526,,,,,,-6.146345241925233,,3.692578384691116,2.831517999721472,2.5344664854627545,,,,,,4.1300048828125,168.22999572753906,167.49000549316406,167.16000366210938,,6.031337489583875,4.48836721646047,3.702179210828461,,,,,,4,1,1
2022-01-18,155.77999877929688,155.77999877929688,150.5399932861328,151.27000427246094,141.54689025878906,32324800,151.27000427246094,159.12999979654947,162.66400146484375,163.971431187221,,,,,,-4.192789374107453,,3.0720893537302834,3.0214299802032825,2.764704757463773,,,,,,5.2400054931640625,157.88999938964844,168.44000244140625,167.32000732421875,,8.547720649150666,7.749952614838502,6.710363640129494,,,,,,1,1,1
2022-01-19,151.57000732421875,152.22999572753906,148.5500030517578,148.92999267578125,139.35728454589844,22380000,148.92999267578125,152.69666544596353,158.95199890136718,161.36714390345983,,,,,,-1.5469105113958714,,2.308385269881268,2.8238436338710207,2.583232742483036,,,,,,3.67999267578125,151.27000427246094,168.22999572753906,167.49000549316406,,4.647252054291968,9.174488126175863,8.551564899361177,,,,,,2,1,1
2022-01-20,148.99000549316406,150.61000061035156,147.36000061035156,147.66000366210938,138.16893005371094,14860800,147.66000366210938,149.2866668701172,154.7959991455078,158.5585719517299,,,,,,-0.852742279009322,,1.7625010207312437,2.5198681957792375,2.5026801386769555,,,,,,3.25,148.92999267578125,157.88999938964844,168.44000244140625,,1.8312395972027509,8.482484968502431,9.45170310227604,,,,,,3,1,1
2022-01-21,147.5,147.50999450683594,144.27000427246094,145.0800018310547,135.7547607421875,20705400,145.0800018310547,147.22333272298178,150.16600036621094,155.35714285714286,160.59285845075334,,,,,-1.747258409229424,,0.46942658677812105,2.2113882159823763,2.3697022700110906,,,,,,3.239990234375,147.66000366210938,151.27000427246094,168.22999572753906,,1.961789618671757,4.861946655673502,9.71395438583647,8.691479816464833,,,,,4,1,1
2022-01-24,142.27999877929688,145.47999572753906,139.57000732421875,144.9499969482422,135.6331024169922,28471400,144.9499969482422,145.89666748046875,147.5779998779297,152.00142778669084,159.39642987932478,,,,,-0.08960909923608762,,0.8296919701728817,1.5451434955208556,2.2613504194675413,2.422933537814187,,,,,5.9099884033203125,145.0800018310547,148.92999267578125,157.88999938964844,,1.5284767530128622,2.674504591318611,8.411174754355578,9.629589255410387,,,,,0,1,1
2022-01-25,143.64999389648438,146.85000610351562,140.7899932861328,146.52999877929688,137.11155700683594,18915900,146.52999877929688,145.5199991861979,146.62999877929687,148.90142822265625,157.8750010899135,,,,,1.0900323313693283,,1.4253405374628672,1.1607256826518229,2.474737974327055,2.1224123069023135,,,,,6.0600128173828125,144.9499969482422,147.66000366210938,151.27000427246094,,0.8770973155434868,1.701894435209614,4.542159937426482,9.874171184272646,,,,,1,1,1
2022-01-26,148.72000122070312,150.57000732421875,145.9600067138672,147.9199981689453,138.41221618652344,20709100,147.9199981689453,146.46666463216147,146.4279998779297,147.47714233398438,156.74214390345983,,,,,0.948610797262095,,0.6441343685643496,1.203265613198764,1.8263891882548442,2.1334624644042965,,,,,4.6100006103515625,146.52999877929688,145.0800018310547,148.92999267578125,,1.4860131975824795,1.3924696940194055,2.2269546717631874,10.052769634699713,,,,,2,1,1
2022-01-27,149.4199981689453,150.3800048828125,144.1300048828125,145.30999755859375,135.96998596191406,17536800,145.30999755859375,146.58666483561197,145.95799865722657,146.62571280343192,155.29857199532645,,,,,-1.7644677140751241,,1.6087762206322866,1.394087485179979,1.2342028520503956,2.0867729970734836,,,,,6.25,147.9199981689453,144.9499969482422,147.66000366210938,,1.3059226921844787,1.2632772379356527,1.5807251360904133,10.14595351209935,,,,,3,1,1
2022-01-28,144.19000244140625,146.75999450683594,142.1699981689453,146.61000061035156,137.18641662597656,14117000,146.61000061035156,146.61333211263022,146.26399841308594,146.2942853655134,153.8307146344866,,,,,0.8946411627552386,,1.5510516727351282,1.2017543516398574,1.2556188031762392,2.080199628154948,,,,,4.589996337890625,145.30999755859375,146.52999877929688,145.0800018310547,,1.3050034945122566,1.1799922019579474,1.21886448876736,9.777753725784057,,,,,4,1,1
2022-01-31,145.63999938964844,148.7899932861328,144.6699981689453,148.60000610351562,139.04852294921875,13985700,148.60000610351562,146.84000142415366,146.99400024414064,146.42857142857142,152.49357169015067,,,,,1.3573463507806194,,1.6847689834412904,1.2813909766681542,1.3439504860573703,2.1532543992610202,,,,,4.1199951171875,146.61000061035156,147.9199981689453,144.9499969482422,,1.6570197153856363,1.2879581806240226,1.4282107851401509,9.04359552349523,,,,,0,1,1
2022-02-01,148.69000244140625,151.47000122070312,148.3000030517578,151.14999389648438,141.43460083007812,14584900,151.14999389648438,148.7866668701172,147.91799926757812,147.29571315220423,151.32642800467355,,,,,1.7160078655665822,,0.4117801666142938,1.3796257012652713,1.1785208551084925,2.247669449665719,,,,,3.1699981689453125,148.60000610351562,145.30999755859375,146.52999877929688,,2.2757452495553396,2.203602732034661,2.138861186856866,7.947264130249523,,,,,1,2,1
2022-02-02,150.5,150.94000244140625,148.07000732421875,149.94000244140625,140.30235290527344,12441100,149.94000244140625,149.89666748046875,148.3220001220703,148.0085710797991,150.004999433245,,,,,-0.8005236546068217,,1.361247707948217,1.495656653923892,1.2739399978539916,2.217572481063468,,,,,2.8699951171875,151.14999389648438,146.61000061035156,147.9199981689453,,1.2755461086145534,2.3820090989401543,2.0567401156835188,6.236791644975179,,,,,2,2,1
2022-02-03,150.0,151.64999389648438,148.2899932861328,148.6999969482422,139.14207458496094,12474900,148.6999969482422,149.92999776204428,149.0,148.31857081821985,148.60999952043807,,,,,-0.8270011157620383,,1.4606235327816641,1.2058879875166126,1.3287443196670652,2.208945240529046,,,,,3.3600006103515625,149.94000244140625,148.60000610351562,145.30999755859375,,1.2250291146767078,1.6932345064681706,1.9579016931298534,3.3738428815431165,,,,,3,2,1
