Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,128.27999877929688,129.8000030517578,128.16000366210938,129.22000122070312,119.2319564819336,3412729
2022-01-04,129.8000030517578,129.8000030517578,128.1199951171875,129.5,119.49031829833984,2920374
2022-01-05,128.1999969482422,128.22000122070312,125.66000366210938,126.0,116.2608413696289,5579892
2022-01-06,124.5199966430664,125.86000061035156,124.22000122070312,125.72000122070312,116.00249481201172,3806803
2022-01-07,125.31999969482422,125.58000183105469,124.04000091552734,124.45999908447266,114.83988952636719,3579390
2022-01-10,124.5999984741211,124.62000274658203,121.58000183105469,121.9000015258789,112.4777603149414,4560274
2022-01-11,122.26000213623047,123.31999969482422,121.72000122070312,122.18000030517578,112.73611450195312,3707378
2022-01-12,122.5,122.66000366210938,121.19999694824219,121.80000305175781,112.38549041748047,5324981
2022-01-13,121.80000305175781,122.12000274658203,121.04000091552734,121.4000015258789,112.01640319824219,4004810
2022-01-14,120.55999755859375,121.23999786376953,120.0,120.83999633789062,111.49968719482422,5059252
2022-01-17,120.91999816894531,122.30000305175781,120.62000274658203,121.94000244140625,112.51466369628906,3021837
2022-01-18,121.69999694824219,122.76000213623047,121.12000274658203,122.37999725341797,112.920654296875,4164905
2022-01-19,121.41999816894531,121.69999694824219,120.0199966430664,120.16000366210938,110.87225341796875,3854008
2022-01-20,120.23999786376953,121.4000015258789,120.0199966430664,121.19999694824219,111.83186340332031,3333929
2022-01-21,120.33999633789062,121.95999908447266,120.31999969482422,121.04000091552734,111.68423461914062,4307748
2022-01-24,120.5999984741211,120.77999877929688,118.0,118.0,108.87921142578125,6007234
2022-01-25,118.0,119.05999755859375,117.26000213623047,117.72000122070312,108.620849609375,5295402
2022-01-26,119.0,119.13999938964844,117.62000274658203,117.95999908447266,108.84230041503906,3817307
2022-01-27,117.0,118.76000213623047,116.80000305175781,118.30000305175781,109.15602111816406,3613879
2022-01-28,118.41999816894531,118.45999908447266,116.66000366210938,118.05999755859375,108.9345703125,3689914
2022-01-31,119.0999984741211,119.87999725341797,118.4800033569336,119.08000183105469,109.87572479248047,3821371
2022-02-01,119.72000122070312,120.41999816894531,118.63999938964844,119.0,109.80191040039062,3700682
2022-02-02,120.13999938964844,120.95999908447266,119.0,120.5,111.18596649169922,3668181
2022-02-03,120.45999908447266,120.9800033569336,119.16000366210938,119.4000015258789,110.1709976196289,3446058
2022-02-04,120.19999694824219,120.5,118.55999755859375,119.0999984741211,109.89418029785156,3547443
2022-02-07,119.22000122070312,119.68000030517578,118.68000030517578,119.04000091552734,109.83882141113281,2784198
2022-02-08,119.37999725341797,119.80000305175781,117.5199966430664,117.83999633789062,108.7315673828125,3185525
2022-02-09,118.26000213623047,120.05999755859375,118.22000122070312,118.9000015258789,109.70964050292969,3062124
2022-02-10,118.30000305175781,118.44000244140625,117.37999725341797,118.0199966430664,108.89765930175781,4455469
2022-02-11,117.62000274658203,119.94000244140625,117.19999694824219,119.27999877929688,110.06026458740234,4333065
2022-02-14,118.26000213623047,118.63999938964844,117.22000122070312,117.30000305175781,108.23331451416016,3910564
2022-02-15,117.44000244140625,119.27999877929688,117.44000244140625,117.80000305175781,108.69467163085938,3360711
2022-02-16,118.05999755859375,118.68000030517578,116.91999816894531,117.30000305175781,108.23331451416016,3253060
2022-02-17,116.0,118.05999755859375,115.44000244140625,117.37999725341797,108.30712890625,4226310
2022-02-18,118.13999938964844,119.0999984741211,117.73999786376953,118.19999694824219,109.0637435913086,4082897
2022-02-21,118.66000366210938,119.73999786376953,118.27999877929688,118.69999694824219,109.52510070800781,3599316
2022-02-22,117.72000122070312,118.80000305175781,116.9000015258789,118.80000305175781,109.61737823486328,4584096
2022-02-23,118.69999694824219,120.5199966430664,118.69999694824219,118.9000015258789,109.70964050292969,3298777
2022-02-24,116.69999694824219,117.26000213623047,115.16000366210938,115.16000366210938,106.25872802734375,7162376
2022-02-25,115.26000213623047,118.68000030517578,115.19999694824219,118.5,109.34056091308594,4636140
2022-02-28,117.9800033569336,120.0,117.58000183105469,119.77999877929688,110.52162170410156,7151864
2022-03-01,119.5199966430664,121.13999938964844,119.18000030517578,120.44000244140625,111.130615234375,4970884
2022-03-02,120.27999877929688,120.80000305175781,118.0,120.04000091552734,110.76152801513672,5254090
2022-03-03,119.36000061035156,120.04000091552734,117.76000213623047,118.08000183105469,108.9530258178711,4435964
2022-03-04,117.5199966430664,118.44000244140625,115.66000366210938,115.9000015258789,106.9415283203125,5539390
2022-03-07,114.30000305175781,114.4000015258789,110.27999877929688,113.30000305175781,104.54249572753906,7899154
2022-03-08,113.19999694824219,114.9000015258789,109.55999755859375,110.36000061035156,101.82974243164062,8574947
2022-03-09,111.54000091552734,115.27999877929688,110.45999908447266,115.22000122070312,106.31409454345703,5345393
2022-03-10,115.16000366210938,115.26000213623047,112.66000366210938,113.5,104.72703552246094,5376061
2022-03-11,113.83999633789062,115.19999694824219,111.86000061035156,112.9800033569336,104.24723815917969,5322608
2022-03-14,113.5,114.77999877929688,112.31999969482422,114.73999786376953,105.87118530273438,4838028
2022-03-15,114.69999694824219,116.69999694824219,113.87999725341797,115.73999786376953,106.79389190673828,4775763
2022-03-16,116.95999908447266,118.0199966430664,116.19999694824219,116.45999908447266,107.45823669433594,4779949
2022-03-17,117.04000091552734,118.9000015258789,116.5199966430664,118.9000015258789,109.70964050292969,3827578
2022-03-18,118.68000030517578,121.04000091552734,117.83999633789062,121.04000091552734,111.68423461914062,11424465
2022-03-21,119.9800033569336,121.54000091552734,119.9800033569336,120.4000015258789,111.09370422363281,4105483
2022-03-22,119.9000015258789,121.08000183105469,119.45999908447266,120.55999755859375,111.24132537841797,3548407
2022-03-23,120.19999694824219,120.83999633789062,118.36000061035156,118.66000366210938,109.48819732666016,3371963
2022-03-24,118.80000305175781,120.31999969482422,118.5999984741211,119.91999816894531,110.65080261230469,4023298
2022-03-25,119.83999633789062,120.37999725341797,118.58000183105469,119.19999694824219,109.9864501953125,3278538
2022-03-28,119.81999969482422,120.9800033569336,119.69999694824219,120.30000305175781,111.00142669677734,3218981
2022-03-29,120.80000305175781,122.22000122070312,120.27999877929688,120.87999725341797,111.5365982055664,4016593
2022-03-30,120.9000015258789,121.94000244140625,120.19999694824219,120.58000183105469,111.2597885131836,5880753
2022-03-31,121.05999755859375,121.27999877929688,120.19999694824219,120.19999694824219,110.9091567993164,5059437
2022-04-01,120.5,121.37999725341797,119.95999908447266,120.86000061035156,111.51815032958984,3953874
2022-04-04,121.04000091552734,122.12000274658203,120.72000122070312,121.91999816894531,112.49620056152344,6395761
2022-04-05,122.44000244140625,123.58000183105469,122.12000274658203,123.58000183105469,114.02790069580078,4955687
2022-04-06,123.31999969482422,124.18000030517578,121.55999755859375,122.4000015258789,112.93911743164062,4639501
2022-04-07,122.5,123.76000213623047,122.5,123.13999938964844,113.62190246582031,3718430
2022-04-08,123.80000305175781,124.5,123.30000305175781,124.5,114.87679290771484,6515460
2022-04-11,122.30000305175781,124.08000183105469,122.16000366210938,124.08000183105469,117.12335205078125,13905085
2022-04-12,123.76000213623047,124.0999984741211,122.5999984741211,122.83999633789062,115.95287322998047,6169484
2022-04-13,122.5,124.30000305175781,122.18000030517578,123.77999877929688,116.84017181396484,3334587
2022-04-14,123.31999969482422,124.37999725341797,123.31999969482422,124.13999938964844,117.17999267578125,3916123
2022-04-19,124.13999938964844,124.16000366210938,121.4000015258789,121.63999938964844,114.82015228271484,5644715
2022-04-20,122.04000091552734,122.87999725341797,121.69999694824219,121.80000305175781,114.97119140625,3715480
2022-04-21,123.0,124.16000366210938,122.0,122.68000030517578,115.80184936523438,5319000
2022-04-22,122.23999786376953,124.95999908447266,122.16000366210938,124.95999908447266,117.95401763916016,4409697
2022-04-25,124.36000061035156,126.81999969482422,123.72000122070312,125.86000061035156,118.80355834960938,4099362
2022-04-26,126.19999694824219,126.95999908447266,123.72000122070312,123.72000122070312,116.78353881835938,4147462
2022-04-27,123.05999755859375,125.19999694824219,121.73999786376953,125.19999694824219,118.18055725097656,3833769
2022-04-28,125.62000274658203,126.77999877929688,125.18000030517578,125.86000061035156,118.80355834960938,2527326
2022-04-29,126.05999755859375,127.12000274658203,125.19999694824219,126.0,118.93570709228516,3356420
2022-05-02,125.91999816894531,126.54000091552734,125.0,125.80000305175781,118.7469253540039,2662816
