Date,Open,High,Low,Close,Adj Close,Volume,1_day_MA,3_day_MA,5_day_MA,7_day_MA,14_day_MA,1_month_MA,3_month_MA,6_month_MA,1_year_MA,Daily_Return,Volatility_1_day,Volatility_3_day,Volatility_5_day,Volatility_7_day,Volatility_14_day,Volatility_1_month,Volatility_3_month,Volatility_6_month,Volatility_1_year,High_Low_Diff,Lag_1,Lag_3,Lag_5,Rolling_Std_1_day,Rolling_Std_3_day,Rolling_Std_5_day,Rolling_Std_7_day,Rolling_Std_14_day,Rolling_Std_1_month,Rolling_Std_3_month,Rolling_Std_6_month,Rolling_Std_1_year,Day_of_Week,Month,Quarter
2022-01-03,145.13999938964844,151.64999389648438,145.02000427246094,150.24000549316406,150.24000549316406,59396600,150.24000549316406,,,,,,,,,,,,,,,,,,,6.6299896240234375,,,,,,,,,,,,,0,1,1
2022-01-04,151.00999450683594,152.4199981689453,140.6999969482422,144.4199981689453,144.4199981689453,80200500,144.4199981689453,,,,,,,,,-3.873806650308964,,,,,,,,,,11.720001220703125,150.24000549316406,,,,,,,,,,,,1,1,1
2022-01-05,142.82000732421875,143.75999450683594,135.2899932861328,136.14999389648438,136.14999389648438,65403200,136.14999389648438,143.60333251953125,,,,,,,,-5.726356721585413,,,,,,,,,,8.470001220703125,144.4199981689453,,,,7.0804176279257485,,,,,,,,2,1,1
2022-01-06,136.19000244140625,138.0,131.77000427246094,136.22999572753906,136.22999572753906,64802900,136.22999572753906,138.9333292643229,,,,,,,,0.05876006951239798,,2.954222939541371,,,,,,,,6.2299957275390625,136.14999389648438,150.24000549316406,,,4.751763022811191,,,,,,,,3,1,1
2022-01-07,136.27999877929688,137.44000244140625,131.1300048828125,132.0,132.0,58441100,132.0,134.79332987467447,139.80799865722656,,,,,,,-3.105039903252349,,2.896794447211832,,,,,,,,6.30999755859375,136.22999572753906,144.4199981689453,,,2.4194253273876125,7.369620969677772,,,,,,,4,1,1
2022-01-10,129.0800018310547,132.4199981689453,125.02999877929688,132.0,132.0,84671300,132.0,133.40999857584634,136.15999755859374,,,,,,,0.0,,1.8098966735804136,2.5226850607396436,,,,,,,7.3899993896484375,132.0,136.14999389648438,150.24000549316406,,2.442189171965625,5.070595854407334,,,,,,,0,1,1
2022-01-11,133.4499969482422,138.99000549316406,131.58999633789062,137.30999755859375,137.30999755859375,77153900,137.30999755859375,133.7699991861979,134.73799743652344,138.33571297781808,,,,,,4.022725423177076,,3.573714948055084,3.677834808926946,,,,,,,7.4000091552734375,132.0,136.22999572753906,144.4199981689453,,3.0657285198503423,2.541074450704032,6.699213008684191,,,,,,1,1,1
2022-01-12,138.58999633789062,140.57000732421875,135.77000427246094,137.47000122070312,137.47000122070312,69669600,137.47000122070312,135.59333292643228,135.0019989013672,136.5114266531808,,,,,,0.11652732135625232,,2.2896244982371474,2.529906423008095,3.2480574901100345,,,,,,4.8000030517578125,137.30999755859375,132.0,136.14999389648438,,3.112945780624661,2.7816301094284124,4.1836559372956605,,,,,,2,1,1
2022-01-13,139.44000244140625,141.25,131.80999755859375,132.74000549316406,132.74000549316406,76618100,132.74000549316406,135.84000142415366,134.3040008544922,134.84285627092635,,,,,,-3.440747570770164,,3.733095618924536,3.0214910728231623,3.192633285533745,,,,,,9.44000244140625,137.47000122070312,132.0,136.22999572753906,,2.6858669684267813,2.8338355575603935,2.490217069270527,,,,,,3,1,1
2022-01-14,131.67999267578125,137.0,131.42999267578125,136.8800048828125,136.8800048828125,71078400,136.8800048828125,135.69667053222656,135.28000183105468,134.9471435546875,,,,,,3.1188784227236255,,3.2837227341477906,2.951591155793945,2.8083751961202834,,,,,,5.57000732421875,132.74000549316406,137.30999755859375,132.0,,2.5774842452655116,2.678011536305506,2.568148527129939,,,,,,4,1,1
